,BHEvaluation,BHEvaluation,OUH,OUH,UHB,UHB,PUH,PUH
,TPR,FPR,TPR,FPR,TPR,FPR,TPR,FPR
Value,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.006896551724137931,0.0,0.0,6.0143140674806036e-05,0.0,0.0011918951132300357,0.0006720430107526882,0.0
2,0.034482758620689655,0.0,0.0,0.00012028628134961207,0.00980392156862745,0.0011918951132300357,0.0006720430107526882,0.00042473666326877334
3,0.034482758620689655,0.0019267822736030828,0.0005219206680584551,0.00012028628134961207,0.00980392156862745,0.004767580452920143,0.0013440860215053765,0.00042473666326877334
4,0.041379310344827586,0.0019267822736030828,0.0005219206680584551,0.00018042942202441811,0.0196078431372549,0.004767580452920143,0.0013440860215053765,0.0005096839959225281
5,0.041379310344827586,0.002890173410404624,0.0010438413361169101,0.00018042942202441811,0.0196078431372549,0.0059594755661501785,0.0020161290322580645,0.0005096839959225281
6,0.04827586206896552,0.002890173410404624,0.0010438413361169101,0.00042100198472364226,0.029411764705882353,0.0059594755661501785,0.0020161290322580645,0.0009344206591913014
7,0.04827586206896552,0.007707129094412331,0.0010438413361169101,0.0005412882660732544,0.029411764705882353,0.007151370679380214,0.002688172043010753,0.0009344206591913014
8,0.05517241379310345,0.007707129094412331,0.0015657620041753654,0.0005412882660732544,0.0392156862745098,0.007151370679380214,0.002688172043010753,0.0010193679918450561
9,0.05517241379310345,0.010597302504816955,0.0015657620041753654,0.0006014314067480604,0.0392156862745098,0.023837902264600714,0.003360215053763441,0.0010193679918450561
10,0.08275862068965517,0.010597302504816955,0.0020876826722338203,0.0006014314067480604,0.049019607843137254,0.023837902264600714,0.003360215053763441,0.0011043153244988107
11,0.08275862068965517,0.012524084778420038,0.0020876826722338203,0.0007217176880976725,0.049019607843137254,0.025029797377830752,0.004032258064516129,0.0011043153244988107
12,0.0896551724137931,0.012524084778420038,0.003131524008350731,0.0007217176880976725,0.058823529411764705,0.025029797377830752,0.004032258064516129,0.0028032619775739042
13,0.0896551724137931,0.01348747591522158,0.003131524008350731,0.0007818608287724785,0.058823529411764705,0.028605482717520857,0.004704301075268817,0.0028032619775739042
14,0.10344827586206896,0.01348747591522158,0.004697286012526096,0.0007818608287724785,0.06862745098039216,0.028605482717520857,0.004704301075268817,0.0031430513081889227
15,0.10344827586206896,0.017341040462427744,0.004697286012526096,0.0009021471101220905,0.06862745098039216,0.03694874851013111,0.005376344086021506,0.0031430513081889227
16,0.1103448275862069,0.017341040462427744,0.005741127348643006,0.0009021471101220905,0.0784313725490196,0.03694874851013111,0.005376344086021506,0.0032279986408426777
17,0.1103448275862069,0.018304431599229287,0.006263048016701462,0.0009021471101220905,0.0784313725490196,0.04529201430274136,0.006048387096774193,0.0032279986408426777
18,0.11724137931034483,0.018304431599229287,0.006263048016701462,0.0009622902507968966,0.08823529411764706,0.04529201430274136,0.006048387096774193,0.003312945973496432
19,0.11724137931034483,0.02119460500963391,0.007306889352818371,0.0009622902507968966,0.08823529411764706,0.04648390941597139,0.006720430107526882,0.003312945973496432
20,0.1310344827586207,0.02119460500963391,0.008350730688935281,0.0009622902507968966,0.09803921568627451,0.04648390941597139,0.006720430107526882,0.003567787971457696
21,0.1310344827586207,0.022157996146435453,0.008350730688935281,0.0011427196728213147,0.09803921568627451,0.07032181168057211,0.00739247311827957,0.003567787971457696
22,0.13793103448275862,0.022157996146435453,0.008872651356993737,0.0011427196728213147,0.10784313725490197,0.07032181168057211,0.00739247311827957,0.00382262996941896
23,0.13793103448275862,0.023121387283236993,0.008872651356993737,0.0013231490948457329,0.10784313725490197,0.07985697258641239,0.008064516129032258,0.00382262996941896
24,0.14482758620689656,0.023121387283236993,0.008872651356993737,0.001443435376195345,0.12745098039215685,0.07985697258641239,0.008064516129032258,0.003992524634726469
25,0.14482758620689656,0.029865125240847785,0.008872651356993737,0.0017441510795693752,0.12745098039215685,0.08581644815256258,0.008736559139784945,0.003992524634726469
26,0.15172413793103448,0.029865125240847785,0.009394572025052192,0.0017441510795693752,0.13725490196078433,0.08581644815256258,0.008736559139784945,0.004162419300033979
27,0.15172413793103448,0.04335260115606936,0.010438413361169102,0.0017441510795693752,0.13725490196078433,0.08939213349225268,0.009408602150537635,0.004162419300033979
28,0.15862068965517243,0.04335260115606936,0.010438413361169102,0.001804294220244181,0.14705882352941177,0.08939213349225268,0.009408602150537635,0.005011892626571526
29,0.15862068965517243,0.04720616570327553,0.012004175365344467,0.001804294220244181,0.14705882352941177,0.09415971394517282,0.010080645161290322,0.005011892626571526
30,0.16551724137931034,0.04720616570327553,0.012004175365344467,0.002105009923618211,0.1568627450980392,0.09415971394517282,0.010080645161290322,0.0052667346245327895
31,0.16551724137931034,0.055876685934489405,0.012526096033402923,0.002105009923618211,0.1568627450980392,0.11084624553039332,0.0114247311827957,0.0052667346245327895
32,0.1724137931034483,0.055876685934489405,0.012526096033402923,0.0021651530642930175,0.16666666666666666,0.11084624553039332,0.0114247311827957,0.005946313285762827
33,0.1724137931034483,0.05684007707129094,0.015135699373695199,0.0021651530642930175,0.16666666666666666,0.11799761620977355,0.012096774193548387,0.005946313285762827
34,0.1793103448275862,0.05684007707129094,0.015135699373695199,0.0024658687676670475,0.17647058823529413,0.11799761620977355,0.012096774193548387,0.006031260618416582
35,0.1793103448275862,0.057803468208092484,0.015657620041753653,0.0024658687676670475,0.17647058823529413,0.13110846245530394,0.012768817204301076,0.006031260618416582
36,0.18620689655172415,0.057803468208092484,0.015657620041753653,0.00258615504901666,0.18627450980392157,0.13110846245530394,0.012768817204301076,0.00654094461433911
37,0.18620689655172415,0.05973025048169557,0.01722338204592902,0.00258615504901666,0.18627450980392157,0.13468414779499405,0.014112903225806451,0.00654094461433911
38,0.19310344827586207,0.05973025048169557,0.01722338204592902,0.0026462981896914657,0.19607843137254902,0.13468414779499405,0.014112903225806451,0.007050628610261638
39,0.19310344827586207,0.06069364161849711,0.017745302713987474,0.0026462981896914657,0.19607843137254902,0.1394517282479142,0.015456989247311828,0.007050628610261638
40,0.21379310344827587,0.06069364161849711,0.017745302713987474,0.0027665844710410776,0.20588235294117646,0.1394517282479142,0.015456989247311828,0.007305470608222901
41,0.21379310344827587,0.06165703275529865,0.01826722338204593,0.0027665844710410776,0.20588235294117646,0.14064362336114422,0.016129032258064516,0.007305470608222901
42,0.2206896551724138,0.06165703275529865,0.01826722338204593,0.00288687075239069,0.21568627450980393,0.14064362336114422,0.016129032258064516,0.00781515460414543
43,0.2206896551724138,0.0626204238921002,0.019311064718162838,0.00288687075239069,0.21568627450980393,0.14183551847437426,0.01747311827956989,0.00781515460414543
44,0.2413793103448276,0.0626204238921002,0.019311064718162838,0.003127443315089914,0.22549019607843138,0.14183551847437426,0.01747311827956989,0.008069996602106694
45,0.2413793103448276,0.06358381502890173,0.019832985386221295,0.003127443315089914,0.22549019607843138,0.1430274135876043,0.018145161290322582,0.008069996602106694
46,0.2482758620689655,0.06358381502890173,0.019832985386221295,0.0036687315811631685,0.23529411764705882,0.1430274135876043,0.018145161290322582,0.008239891267414203
47,0.2482758620689655,0.06454720616570328,0.02035490605427975,0.0036687315811631685,0.23529411764705882,0.14421930870083433,0.019489247311827957,0.008239891267414203
48,0.2689655172413793,0.06454720616570328,0.02035490605427975,0.004029590425212005,0.24509803921568626,0.14421930870083433,0.019489247311827957,0.009174311926605505
49,0.2689655172413793,0.06936416184971098,0.020876826722338204,0.004029590425212005,0.24509803921568626,0.16090584028605484,0.020161290322580645,0.009174311926605505
50,0.27586206896551724,0.06936416184971098,0.020876826722338204,0.004210019847236422,0.2549019607843137,0.16090584028605484,0.020161290322580645,0.009768943255181788
51,0.27586206896551724,0.07032755298651253,0.021920668058455117,0.004210019847236422,0.2549019607843137,0.18116805721096543,0.020833333333333332,0.009768943255181788
52,0.2827586206896552,0.07032755298651253,0.021920668058455117,0.004330306128586035,0.2647058823529412,0.18116805721096543,0.020833333333333332,0.010108732585796806
53,0.2827586206896552,0.07996146435452794,0.02244258872651357,0.004330306128586035,0.2647058823529412,0.18474374255065554,0.021505376344086023,0.010108732585796806
54,0.2896551724137931,0.07996146435452794,0.02244258872651357,0.004510735550610453,0.27450980392156865,0.18474374255065554,0.021505376344086023,0.010193679918450561
55,0.2896551724137931,0.09633911368015415,0.022964509394572025,0.004510735550610453,0.27450980392156865,0.2026221692491061,0.02217741935483871,0.010193679918450561
56,0.296551724137931,0.09633911368015415,0.022964509394572025,0.004631021831960065,0.28431372549019607,0.2026221692491061,0.02217741935483871,0.010533469249065579
57,0.296551724137931,0.09922928709055877,0.024008350730688934,0.004631021831960065,0.28431372549019607,0.2097735399284863,0.023521505376344086,0.010533469249065579
58,0.30344827586206896,0.09922928709055877,0.024008350730688934,0.004751308113309677,0.29411764705882354,0.2097735399284863,0.023521505376344086,0.011043153244988108
59,0.30344827586206896,0.10597302504816955,0.024008350730688934,0.004811451253984483,0.29411764705882354,0.21215733015494637,0.024193548387096774,0.011043153244988108
60,0.3103448275862069,0.10597302504816955,0.024530271398747392,0.004811451253984483,0.30392156862745096,0.21215733015494637,0.024193548387096774,0.011128100577641862
61,0.3103448275862069,0.11175337186897881,0.024530271398747392,0.005112166957358513,0.30392156862745096,0.2205005959475566,0.02486559139784946,0.011128100577641862
62,0.31724137931034485,0.11175337186897881,0.0255741127348643,0.005112166957358513,0.3137254901960784,0.2205005959475566,0.02486559139784946,0.011552837240910635
63,0.31724137931034485,0.11753371868978806,0.0255741127348643,0.005292596379382931,0.3137254901960784,0.22169249106078665,0.025537634408602152,0.011552837240910635
64,0.32413793103448274,0.11753371868978806,0.026096033402922755,0.005292596379382931,0.3235294117647059,0.22169249106078665,0.025537634408602152,0.011722731906218144
65,0.32413793103448274,0.12138728323699421,0.026096033402922755,0.005412882660732543,0.3235294117647059,0.23122765196662692,0.02620967741935484,0.011722731906218144
66,0.3310344827586207,0.12138728323699421,0.02661795407098121,0.005412882660732543,0.3333333333333333,0.23122765196662692,0.02620967741935484,0.012487257900101937
67,0.3310344827586207,0.13391136801541426,0.02661795407098121,0.0055933120827569615,0.3333333333333333,0.23361144219308702,0.026881720430107527,0.012487257900101937
68,0.33793103448275863,0.13391136801541426,0.027139874739039668,0.0055933120827569615,0.3431372549019608,0.23361144219308702,0.026881720430107527,0.013676520557254502
69,0.33793103448275863,0.13776493256262043,0.027139874739039668,0.005713598364106573,0.3431372549019608,0.24076281287246723,0.027553763440860215,0.013676520557254502
70,0.3448275862068966,0.13776493256262043,0.027661795407098122,0.005713598364106573,0.35294117647058826,0.24076281287246723,0.027553763440860215,0.014271151885830785
71,0.3448275862068966,0.15221579961464354,0.027661795407098122,0.006134600348830216,0.35294117647058826,0.24195470798569726,0.028225806451612902,0.014271151885830785
72,0.35172413793103446,0.15221579961464354,0.028183716075156576,0.006134600348830216,0.3627450980392157,0.24195470798569726,0.028225806451612902,0.01435609921848454
73,0.35172413793103446,0.1531791907514451,0.028183716075156576,0.006435316052204246,0.3627450980392157,0.24791418355184744,0.02889784946236559,0.01435609921848454
74,0.3586206896551724,0.1531791907514451,0.02870563674321503,0.006435316052204246,0.37254901960784315,0.24791418355184744,0.02889784946236559,0.01563030920829086
75,0.3586206896551724,0.16955684007707128,0.02870563674321503,0.006555602333553858,0.37254901960784315,0.24910607866507747,0.02956989247311828,0.01563030920829086
76,0.36551724137931035,0.16955684007707128,0.02870563674321503,0.006675888614903471,0.38235294117647056,0.24910607866507747,0.02956989247311828,0.01580020387359837
77,0.36551724137931035,0.17533718689788053,0.02870563674321503,0.006856318036927888,0.38235294117647056,0.2526817640047676,0.03024193548387097,0.01580020387359837
78,0.3724137931034483,0.17533718689788053,0.029227557411273485,0.006856318036927888,0.39215686274509803,0.2526817640047676,0.03024193548387097,0.016055045871559634
79,0.3724137931034483,0.17630057803468208,0.029227557411273485,0.006976604318277501,0.39215686274509803,0.25744934445768775,0.030913978494623656,0.016055045871559634
80,0.3793103448275862,0.17630057803468208,0.029227557411273485,0.0070968905996271125,0.4019607843137255,0.25744934445768775,0.030913978494623656,0.016139993204213388
81,0.3793103448275862,0.17726396917148363,0.029749478079331943,0.0070968905996271125,0.4019607843137255,0.2598331346841478,0.031586021505376344,0.016139993204213388
82,0.38620689655172413,0.17726396917148363,0.029749478079331943,0.007938894569074397,0.4215686274509804,0.2598331346841478,0.031586021505376344,0.01622494053686714
83,0.38620689655172413,0.18304431599229287,0.030271398747390398,0.007938894569074397,0.4215686274509804,0.265792610250298,0.03225806451612903,0.01622494053686714
84,0.3931034482758621,0.18304431599229287,0.030271398747390398,0.008540325975822457,0.43137254901960786,0.265792610250298,0.03225806451612903,0.016819571865443424
85,0.3931034482758621,0.2003853564547206,0.030793319415448852,0.008540325975822457,0.43137254901960786,0.2729439809296782,0.03293010752688172,0.016819571865443424
86,0.4,0.2003853564547206,0.030793319415448852,0.008600469116497263,0.4411764705882353,0.2729439809296782,0.03293010752688172,0.018008834522595992
87,0.4,0.2023121387283237,0.031315240083507306,0.008600469116497263,0.4411764705882353,0.2765196662693683,0.034274193548387094,0.018008834522595992
88,0.4068965517241379,0.2023121387283237,0.031315240083507306,0.009141757382570517,0.45098039215686275,0.2765196662693683,0.034274193548387094,0.018603465851172275
89,0.4068965517241379,0.20423892100192678,0.032359081419624215,0.009141757382570517,0.45098039215686275,0.2860548271752086,0.03494623655913978,0.018603465851172275
90,0.41379310344827586,0.20423892100192678,0.032359081419624215,0.009502616226619354,0.46078431372549017,0.2860548271752086,0.03494623655913978,0.019537886510363575
91,0.41379310344827586,0.20905587668593448,0.03288100208768267,0.009502616226619354,0.46078431372549017,0.2896305125148987,0.035618279569892476,0.019537886510363575
92,0.42758620689655175,0.20905587668593448,0.03288100208768267,0.00986347507066819,0.49019607843137253,0.2896305125148987,0.035618279569892476,0.01962283384301733
93,0.42758620689655175,0.21001926782273603,0.03392484342379958,0.00986347507066819,0.49019607843137253,0.2943980929678188,0.036290322580645164,0.01962283384301733
94,0.43448275862068964,0.21001926782273603,0.03392484342379958,0.010104047633367414,0.5,0.2943980929678188,0.036290322580645164,0.01979272850832484
95,0.43448275862068964,0.2138728323699422,0.03444676409185804,0.010104047633367414,0.5,0.3206197854588796,0.03696236559139785,0.01979272850832484
96,0.4413793103448276,0.2138728323699422,0.03444676409185804,0.010705479040115476,0.5098039215686274,0.3206197854588796,0.03696236559139785,0.019962623173632347
