,BHEvaluation,BHEvaluation,OUH,OUH,PUH,PUH,UHB,UHB
,TPR,FPR,TPR,FPR,TPR,FPR,TPR,FPR
Value,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0009633911368015414,0.0,6.0143140674806036e-05,0.0006720430107526882,0.0,0.00980392156862745,0.0
2,0.04827586206896552,0.0009633911368015414,0.0010438413361169101,6.0143140674806036e-05,0.0006720430107526882,8.494733265375468e-05,0.029411764705882353,0.0
3,0.04827586206896552,0.0019267822736030828,0.0010438413361169101,0.00012028628134961207,0.002688172043010753,8.494733265375468e-05,0.029411764705882353,0.0011918951132300357
4,0.06896551724137931,0.0019267822736030828,0.0026096033402922755,0.00012028628134961207,0.002688172043010753,0.00016989466530750936,0.06862745098039216,0.0011918951132300357
5,0.06896551724137931,0.002890173410404624,0.0026096033402922755,0.00018042942202441811,0.006048387096774193,0.00016989466530750936,0.06862745098039216,0.0023837902264600714
6,0.08275862068965517,0.002890173410404624,0.0036534446764091857,0.00018042942202441811,0.006048387096774193,0.0003397893306150187,0.21568627450980393,0.0023837902264600714
7,0.08275862068965517,0.0038535645472061657,0.004697286012526096,0.00018042942202441811,0.00739247311827957,0.0003397893306150187,0.21568627450980393,0.003575685339690107
8,0.09655172413793103,0.0038535645472061657,0.010960334029227558,0.00018042942202441811,0.00739247311827957,0.00042473666326877334,0.2549019607843137,0.003575685339690107
9,0.09655172413793103,0.004816955684007707,0.012004175365344467,0.00018042942202441811,0.028225806451612902,0.00042473666326877334,0.2549019607843137,0.004767580452920143
10,0.1103448275862069,0.004816955684007707,0.013048016701461378,0.00018042942202441811,0.028225806451612902,0.0005096839959225281,0.2647058823529412,0.004767580452920143
11,0.1103448275862069,0.005780346820809248,0.013048016701461378,0.0003007157033740302,0.04704301075268817,0.0005096839959225281,0.2647058823529412,0.011918951132300357
12,0.2206896551724138,0.005780346820809248,0.014613778705636743,0.0003007157033740302,0.04704301075268817,0.0005946313285762827,0.27450980392156865,0.011918951132300357
13,0.2206896551724138,0.008670520231213872,0.015657620041753653,0.0003007157033740302,0.06653225806451613,0.0005946313285762827,0.27450980392156865,0.013110846245530394
14,0.2482758620689655,0.008670520231213872,0.01722338204592902,0.0003007157033740302,0.06653225806451613,0.0006795786612300374,0.39215686274509803,0.013110846245530394
15,0.2482758620689655,0.009633911368015413,0.01722338204592902,0.00042100198472364226,0.07862903225806452,0.0006795786612300374,0.39215686274509803,0.014302741358760428
16,0.296551724137931,0.009633911368015413,0.019311064718162838,0.00042100198472364226,0.07862903225806452,0.0007645259938837921,0.4019607843137255,0.014302741358760428
17,0.296551724137931,0.010597302504816955,0.019311064718162838,0.0004811451253984483,0.08064516129032258,0.0007645259938837921,0.4019607843137255,0.0166865315852205
18,0.31724137931034485,0.010597302504816955,0.02035490605427975,0.0004811451253984483,0.08064516129032258,0.0009344206591913014,0.4215686274509804,0.0166865315852205
19,0.31724137931034485,0.012524084778420038,0.02139874739039666,0.0004811451253984483,0.08266129032258064,0.0009344206591913014,0.4215686274509804,0.017878426698450536
20,0.32413793103448274,0.012524084778420038,0.02139874739039666,0.0005412882660732544,0.08266129032258064,0.0011043153244988107,0.43137254901960786,0.017878426698450536
21,0.32413793103448274,0.01348747591522158,0.026096033402922755,0.0005412882660732544,0.08602150537634409,0.0011043153244988107,0.43137254901960786,0.021454112038140644
22,0.3724137931034483,0.01348747591522158,0.027139874739039668,0.0005412882660732544,0.08602150537634409,0.0011892626571525654,0.45098039215686275,0.021454112038140644
23,0.3724137931034483,0.016377649325626204,0.030793319415448852,0.0005412882660732544,0.09408602150537634,0.0011892626571525654,0.45098039215686275,0.02264600715137068
24,0.3931034482758621,0.016377649325626204,0.030793319415448852,0.0006014314067480604,0.09408602150537634,0.0012742099898063201,0.47058823529411764,0.02264600715137068
25,0.3931034482758621,0.017341040462427744,0.0360125260960334,0.0006014314067480604,0.10080645161290322,0.0012742099898063201,0.47058823529411764,0.023837902264600714
26,0.42758620689655175,0.017341040462427744,0.037056367432150315,0.0006014314067480604,0.10080645161290322,0.0013591573224600749,0.5098039215686274,0.023837902264600714
27,0.42758620689655175,0.018304431599229287,0.038622129436325675,0.0006014314067480604,0.10215053763440861,0.0013591573224600749,0.5098039215686274,0.028605482717520857
28,0.4413793103448276,0.018304431599229287,0.038622129436325675,0.0006615745474228664,0.10215053763440861,0.0014441046551138294,0.5294117647058824,0.028605482717520857
29,0.4413793103448276,0.019267822736030827,0.03966597077244259,0.0006615745474228664,0.1081989247311828,0.0014441046551138294,0.5294117647058824,0.03456495828367104
30,0.46206896551724136,0.019267822736030827,0.03966597077244259,0.0007217176880976725,0.1081989247311828,0.0015290519877675841,0.5392156862745098,0.03456495828367104
31,0.46206896551724136,0.02023121387283237,0.043319415448851775,0.0007217176880976725,0.11290322580645161,0.0015290519877675841,0.5392156862745098,0.03694874851013111
32,0.4689655172413793,0.02023121387283237,0.043319415448851775,0.0007818608287724785,0.11290322580645161,0.0016139993204213388,0.5490196078431373,0.03694874851013111
33,0.4689655172413793,0.02119460500963391,0.04645093945720251,0.0007818608287724785,0.1135752688172043,0.0016139993204213388,0.5490196078431373,0.041716328963051254
34,0.4827586206896552,0.02119460500963391,0.04645093945720251,0.0008420039694472845,0.1135752688172043,0.0016989466530750934,0.5686274509803921,0.041716328963051254
35,0.4827586206896552,0.023121387283236993,0.04697286012526096,0.0008420039694472845,0.11559139784946236,0.0016989466530750934,0.5686274509803921,0.04290822407628129
36,0.4896551724137931,0.023121387283236993,0.04697286012526096,0.0009622902507968966,0.11559139784946236,0.001783893985728848,0.5882352941176471,0.04290822407628129
37,0.4896551724137931,0.024084778420038536,0.05010438413361169,0.0009622902507968966,0.12163978494623656,0.001783893985728848,0.5882352941176471,0.04648390941597139
38,0.496551724137931,0.024084778420038536,0.05010438413361169,0.0010224333914717026,0.12163978494623656,0.0018688413183826028,0.5980392156862745,0.04648390941597139
39,0.496551724137931,0.02601156069364162,0.0511482254697286,0.0010224333914717026,0.12432795698924731,0.0018688413183826028,0.5980392156862745,0.05601907032181168
40,0.503448275862069,0.02601156069364162,0.0511482254697286,0.0010825765321465087,0.12432795698924731,0.0019537886510363573,0.6078431372549019,0.05601907032181168
41,0.503448275862069,0.027938342967244702,0.054801670146137786,0.0010825765321465087,0.12634408602150538,0.0019537886510363573,0.6078431372549019,0.057210965435041714
42,0.5103448275862069,0.027938342967244702,0.054801670146137786,0.0012028628134961208,0.12634408602150538,0.0020387359836901123,0.6372549019607843,0.057210965435041714
43,0.5103448275862069,0.030828516377649325,0.05636743215031315,0.0012028628134961208,0.12903225806451613,0.0020387359836901123,0.6372549019607843,0.05959475566150179
44,0.5172413793103449,0.030828516377649325,0.05636743215031315,0.0012630059541709267,0.12903225806451613,0.002123683316343867,0.6470588235294118,0.05959475566150179
45,0.5172413793103449,0.03275529865125241,0.05845511482254697,0.0012630059541709267,0.13440860215053763,0.002123683316343867,0.6470588235294118,0.0631704410011919
46,0.5241379310344828,0.03275529865125241,0.06837160751565761,0.0012630059541709267,0.13440860215053763,0.0022086306489976213,0.6568627450980392,0.0631704410011919
47,0.5241379310344828,0.03371868978805395,0.06837160751565761,0.0013231490948457329,0.14381720430107528,0.0022086306489976213,0.6568627450980392,0.066746126340882
48,0.5310344827586206,0.03371868978805395,0.06889352818371608,0.0013231490948457329,0.14381720430107528,0.0022935779816513763,0.6666666666666666,0.066746126340882
49,0.5310344827586206,0.03468208092485549,0.06993736951983298,0.0013231490948457329,0.14583333333333334,0.0022935779816513763,0.6666666666666666,0.06912991656734208
50,0.5517241379310345,0.03468208092485549,0.0709812108559499,0.0013231490948457329,0.14583333333333334,0.002378525314305131,0.6862745098039216,0.06912991656734208
51,0.5517241379310345,0.036608863198458574,0.0720250521920668,0.0013231490948457329,0.14650537634408603,0.002378525314305131,0.6862745098039216,0.08224076281287247
52,0.5586206896551724,0.036608863198458574,0.07933194154488518,0.0013231490948457329,0.14650537634408603,0.0024634726469588853,0.7058823529411765,0.08224076281287247
53,0.5586206896551724,0.0394990366088632,0.07933194154488518,0.0013832922355205388,0.14986559139784947,0.0024634726469588853,0.7058823529411765,0.08462455303933254
54,0.5862068965517241,0.0394990366088632,0.08037578288100208,0.0013832922355205388,0.14986559139784947,0.0025484199796126403,0.7156862745098039,0.08462455303933254
55,0.5862068965517241,0.04238921001926782,0.08037578288100208,0.001443435376195345,0.15524193548387097,0.0025484199796126403,0.7156862745098039,0.08700834326579261
56,0.593103448275862,0.04238921001926782,0.08768267223382047,0.001443435376195345,0.15524193548387097,0.0026333673122663948,0.7352941176470589,0.08700834326579261
57,0.593103448275862,0.04335260115606936,0.08768267223382047,0.001503578516870151,0.15658602150537634,0.0026333673122663948,0.7352941176470589,0.09654350417163289
58,0.6137931034482759,0.04335260115606936,0.0918580375782881,0.001503578516870151,0.15658602150537634,0.0027183146449201497,0.7549019607843137,0.09654350417163289
59,0.6137931034482759,0.04431599229287091,0.0918580375782881,0.001563721657544957,0.1774193548387097,0.0027183146449201497,0.7549019607843137,0.10488676996424315
60,0.6206896551724138,0.04431599229287091,0.09237995824634655,0.001563721657544957,0.1774193548387097,0.0028032619775739042,0.7843137254901961,0.10488676996424315
61,0.6206896551724138,0.04816955684007707,0.09237995824634655,0.0016238647982197631,0.19153225806451613,0.0028032619775739042,0.7843137254901961,0.11918951132300358
62,0.6482758620689655,0.04816955684007707,0.09342379958246347,0.0016238647982197631,0.19153225806451613,0.0028882093102276588,0.7941176470588235,0.11918951132300358
63,0.6482758620689655,0.05202312138728324,0.09342379958246347,0.001684007938894569,0.19623655913978494,0.0028882093102276588,0.7941176470588235,0.12276519666269368
64,0.6620689655172414,0.05202312138728324,0.09864300626304802,0.001684007938894569,0.19623655913978494,0.0029731566428814137,0.803921568627451,0.12276519666269368
65,0.6620689655172414,0.05684007707129094,0.09864300626304802,0.0017441510795693752,0.19959677419354838,0.0029731566428814137,0.803921568627451,0.12395709177592372
66,0.6689655172413793,0.05684007707129094,0.10020876826722339,0.0017441510795693752,0.19959677419354838,0.0030581039755351682,0.8235294117647058,0.12395709177592372
67,0.6689655172413793,0.05876685934489403,0.10020876826722339,0.001804294220244181,0.20698924731182797,0.0030581039755351682,0.8235294117647058,0.13587604290822408
68,0.6758620689655173,0.05876685934489403,0.10647181628392484,0.001804294220244181,0.20698924731182797,0.0031430513081889227,0.8333333333333334,0.13587604290822408
69,0.6758620689655173,0.06069364161849711,0.10751565762004175,0.001804294220244181,0.21370967741935484,0.0031430513081889227,0.8333333333333334,0.17044100119189512
70,0.6896551724137931,0.06069364161849711,0.12108559498956159,0.001804294220244181,0.21370967741935484,0.003312945973496432,0.8431372549019608,0.17044100119189512
71,0.6896551724137931,0.06454720616570328,0.12108559498956159,0.0018644373609189872,0.21841397849462366,0.003312945973496432,0.8431372549019608,0.25744934445768775
72,0.696551724137931,0.06454720616570328,0.12317327766179541,0.0018644373609189872,0.21841397849462366,0.0033978933061501867,0.8529411764705882,0.25744934445768775
73,0.696551724137931,0.06647398843930635,0.12317327766179541,0.0019245805015937931,0.21908602150537634,0.0033978933061501867,0.8529411764705882,0.2824791418355185
74,0.7034482758620689,0.06647398843930635,0.1278705636743215,0.0019245805015937931,0.21908602150537634,0.003567787971457696,0.8627450980392157,0.2824791418355185
75,0.7034482758620689,0.0674373795761079,0.1278705636743215,0.0019847236422685993,0.2264784946236559,0.003567787971457696,0.8627450980392157,0.2908224076281287
76,0.7103448275862069,0.0674373795761079,0.1289144050104384,0.0019847236422685993,0.2264784946236559,0.0036527353041114507,0.8725490196078431,0.2908224076281287
77,0.7103448275862069,0.06840077071290944,0.1289144050104384,0.002044866782943405,0.22782258064516128,0.0036527353041114507,0.8725490196078431,0.29797377830750893
78,0.7241379310344828,0.06840077071290944,0.13204592901878914,0.002044866782943405,0.22782258064516128,0.0037376826367652057,0.8823529411764706,0.29797377830750893
79,0.7241379310344828,0.06936416184971098,0.13204592901878914,0.002105009923618211,0.23454301075268819,0.0037376826367652057,0.8823529411764706,0.30154946364719903
80,0.7310344827586207,0.06936416184971098,0.13413361169102297,0.002105009923618211,0.23454301075268819,0.00382262996941896,0.8921568627450981,0.30154946364719903
81,0.7310344827586207,0.07032755298651253,0.13413361169102297,0.0022252962049678234,0.24059139784946237,0.00382262996941896,0.8921568627450981,0.3218116805721097
82,0.7379310344827587,0.07032755298651253,0.1383089770354906,0.0022252962049678234,0.24059139784946237,0.003907577302072715,0.9019607843137255,0.3218116805721097
83,0.7379310344827587,0.07225433526011561,0.1383089770354906,0.0022854393456426293,0.2506720430107527,0.003907577302072715,0.9019607843137255,0.3432657926102503
84,0.7448275862068966,0.07225433526011561,0.1419624217118998,0.0022854393456426293,0.2506720430107527,0.004077471967380225,0.9117647058823529,0.3432657926102503
85,0.7448275862068966,0.07707129094412331,0.1419624217118998,0.0024057256269922416,0.25336021505376344,0.004077471967380225,0.9117647058823529,0.3456495828367104
86,0.7517241379310344,0.07707129094412331,0.14561586638830898,0.0024057256269922416,0.25336021505376344,0.004162419300033979,0.9215686274509803,0.3456495828367104
87,0.7517241379310344,0.0838150289017341,0.14665970772442588,0.0024057256269922416,0.26276881720430106,0.004162419300033979,0.9215686274509803,0.3742550655542312
88,0.7655172413793103,0.0838150289017341,0.15918580375782881,0.0024057256269922416,0.26276881720430106,0.004332313965341488,0.9313725490196079,0.3742550655542312
89,0.7655172413793103,0.08477842003853564,0.15918580375782881,0.0024658687676670475,0.2654569892473118,0.004332313965341488,0.9313725490196079,0.4231227651966627
90,0.7724137931034483,0.08477842003853564,0.16022964509394572,0.0024658687676670475,0.2654569892473118,0.004417261297995243,0.9411764705882353,0.4231227651966627
91,0.7724137931034483,0.08766859344894026,0.16127348643006262,0.0024658687676670475,0.2661290322580645,0.004417261297995243,0.9411764705882353,0.4505363528009535
92,0.7793103448275862,0.08766859344894026,0.16127348643006262,0.00258615504901666,0.2661290322580645,0.004502208630648998,0.9509803921568627,0.4505363528009535
93,0.7793103448275862,0.09248554913294797,0.16231732776617955,0.00258615504901666,0.271505376344086,0.004502208630648998,0.9509803921568627,0.45292014302741357
94,0.7862068965517242,0.09248554913294797,0.16231732776617955,0.0026462981896914657,0.271505376344086,0.0045871559633027525,0.9607843137254902,0.45292014302741357
95,0.7862068965517242,0.0953757225433526,0.16597077244258873,0.0026462981896914657,0.2728494623655914,0.0045871559633027525,0.9607843137254902,0.5446960667461264
