,OUH,OUH,BHEvaluation,BHEvaluation,UHB,UHB,PUH,PUH
,TPR,FPR,TPR,FPR,TPR,FPR,TPR,FPR
Value,,,,,,,,
164,0.05741127348643006,0.015998075419498405,0.7724137931034483,0.2996146435452794,,,0.0793010752688172,0.019367991845056064
165,0.05793319415448852,0.015998075419498405,0.7793103448275862,0.2996146435452794,,,0.07997311827956989,0.019367991845056064
166,0.05793319415448852,0.01611836170084802,0.7793103448275862,0.3015414258188825,,,0.07997311827956989,0.01945293917770982
167,0.05845511482254697,0.01611836170084802,0.7862068965517242,0.3015414258188825,,,0.08131720430107527,0.01945293917770982
168,0.05845511482254697,0.01641907740422205,0.7862068965517242,0.315028901734104,,,0.08131720430107527,0.019707781175671082
169,0.05897703549060543,0.01641907740422205,0.7931034482758621,0.315028901734104,,,0.08198924731182795,0.019707781175671082
170,0.05897703549060543,0.01653936368557166,0.7931034482758621,0.325626204238921,,,0.08198924731182795,0.019962623173632347
171,0.059498956158663886,0.01653936368557166,0.8,0.325626204238921,,,0.08333333333333333,0.019962623173632347
172,0.059498956158663886,0.016599506826246467,0.8,0.34104046242774566,,,0.08333333333333333,0.020132517838939858
173,0.06002087682672234,0.016599506826246467,0.8068965517241379,0.34104046242774566,,,0.08400537634408602,0.020132517838939858
174,0.06002087682672234,0.016960365670295303,0.8068965517241379,0.3468208092485549,,,0.08400537634408602,0.02089704383282365
175,0.061064718162839246,0.016960365670295303,0.8206896551724138,0.3468208092485549,,,0.0846774193548387,0.02089704383282365
176,0.061064718162839246,0.017020508810970107,0.8206896551724138,0.3603082851637765,,,0.0846774193548387,0.020981991165477405
177,0.061586638830897704,0.017020508810970107,0.8275862068965517,0.3603082851637765,,,0.08534946236559139,0.020981991165477405
178,0.061586638830897704,0.017080651951644914,0.8275862068965517,0.36416184971098264,,,0.08534946236559139,0.021066938498131158
179,0.06210855949895616,0.017080651951644914,0.8344827586206897,0.36416184971098264,,,0.08602150537634409,0.021066938498131158
180,0.06210855949895616,0.017381367655018944,0.8344827586206897,0.3699421965317919,,,0.08602150537634409,0.022256201155283723
181,0.06263048016701461,0.017381367655018944,0.8413793103448276,0.3699421965317919,,,0.08669354838709678,0.022256201155283723
182,0.06263048016701461,0.017501653936368558,0.8413793103448276,0.37572254335260113,,,0.08669354838709678,0.022426095820591234
183,0.06315240083507306,0.017501653936368558,0.8482758620689655,0.37572254335260113,,,0.08736559139784947,0.022426095820591234
184,0.06315240083507306,0.01822337162446623,0.8482758620689655,0.37957610789980734,,,0.08736559139784947,0.022511043153244988
185,0.06367432150313153,0.01822337162446623,0.8551724137931035,0.37957610789980734,,,0.08803763440860216,0.022511043153244988
186,0.06367432150313153,0.018704516749864678,0.8551724137931035,0.38439306358381503,,,0.08803763440860216,0.02259599048589874
187,0.06471816283924843,0.018704516749864678,0.8620689655172413,0.38439306358381503,,,0.08870967741935484,0.02259599048589874
188,0.06471816283924843,0.01882480303121429,0.8620689655172413,0.3940269749518304,,,0.08870967741935484,0.022935779816513763
189,0.06576200417536535,0.01882480303121429,0.8689655172413793,0.3940269749518304,,,0.08938172043010753,0.022935779816513763
190,0.06576200417536535,0.019185661875263126,0.8689655172413793,0.3959537572254335,,,0.08938172043010753,0.02310567448182127
191,0.06680584551148225,0.019185661875263126,0.8758620689655172,0.3959537572254335,,,0.09005376344086022,0.02310567448182127
192,0.06680584551148225,0.019486377578637155,0.8758620689655172,0.40847784200385356,,,0.09005376344086022,0.023190621814475027
193,0.06732776617954071,0.019486377578637155,0.8827586206896552,0.40847784200385356,,,0.0907258064516129,0.023190621814475027
194,0.06732776617954071,0.019546520719311962,0.8827586206896552,0.43545279383429675,,,0.0907258064516129,0.023360516479782534
195,0.06784968684759916,0.019546520719311962,0.8896551724137931,0.43545279383429675,,,0.0913978494623656,0.023360516479782534
